season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,10,LA,REG,2025_10_LA_SF,SF,24,36,280,4,0,1,-5,0,0,332,142,20,22.63015853331308,10.5948607711231,0,30,126,2,0,0,9,0.47575439923093654,0,24,34,280,4,0,0,332,142,20,24.82158023727243,0,0,34,2,34,2,3,1,0.0,0.0,1,1,5,5,0,0,0,0,0,0,1,1,0,0,0,3,1,5,4,110,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,6,0,0,1.0,0,0,0,0,0
2025,10,LAC,REG,2025_10_PIT_LAC,PIT,20,33,220,1,0,5,-21,0,0,156,179,7,-6.661067343007555,-14.103084441387292,0,31,115,1,0,0,11,-1.0228158868414394,0,20,33,220,1,0,0,156,179,7,1.0241343198178658,0,0,30,0,16,4,15,1,3.0,13.0,5,2,31,5,0,0,1,0,0,0,1,1,0,8,55,3,1,5,3,76,3,4,1,0,59.0,0.75,0,0,1,1,1,0,0,0,0,0,1,0,32;59;42,55,,133,55,0,2,2,0,0,1.0,0,0,0,0,0
2025,10,LV,REG,2025_10_LV_DEN,DEN,16,27,143,0,1,6,-29,0,0,61,84,7,-17.304641577249434,-9.336032390594482,0,25,74,1,0,0,5,-5.318551579664927,0,16,25,143,0,1,0,61,84,7,-3.474344949470833,0,0,32,0,28,4,18,0,2.0,14.0,4,2,26,4,0,0,0,0,1,1,0,0,0,11,83,4,3,2,1,28,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,48,,0,48,0,1,1,0,0,1.0,0,0,0,0,0
2025,10,MIA,REG,2025_10_BUF_MIA,BUF,15,21,173,2,2,0,0,0,0,188,89,9,9.007470136275515,5.901699690591721,0,32,197,2,0,0,9,6.920662551691102,0,15,21,173,2,0,0,188,89,9,9.007470136275515,0,0,45,2,24,6,18,2,3.0,17.0,7,1,0,4,0,0,0,0,0,0,2,2,0,5,35,4,1,13,1,24,1,1,0,0,46.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,46,,,46,0,0,3,4,1,0,0.75,0,0,0,0,0
2025,10,MIN,REG,2025_10_BAL_MIN,BAL,20,42,248,1,2,1,-3,0,0,458,114,9,-9.892118250213404,-11.627759984353693,0,18,120,1,0,0,6,-0.06369082978926599,0,20,41,248,1,0,0,458,114,9,-7.899664628862243,0,0,45,1,27,3,11,2,1.0,7.0,4,0,0,4,0,0,0,0,1,1,0,0,0,13,102,5,3,5,6,153,2,2,0,0,49.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,49;43,,,92,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,10,NE,REG,2025_10_NE_TB,TB,16,31,270,2,1,1,-1,0,0,350,134,9,6.266848459315952,-5.857704477063541,0,27,166,2,0,0,5,3.132157764513977,0,16,29,270,2,0,0,350,134,9,8.648050009564031,0,0,30,1,43,6,23,0,2.0,15.0,5,0,0,5,0,1,0,0,1,1,0,0,0,5,49,2,3,3,2,45,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,10,NO,REG,2025_10_NO_CAR,CAR,19,28,282,2,0,2,-16,0,0,256,134,9,11.202488904889638,10.370934124176319,0,37,122,0,0,0,8,-5.8607825371436775,0,19,26,282,2,0,0,256,134,9,18.713251436083542,0,0,27,1,35,4,24,0,2.0,22.0,3,1,11,4,0,1,0,0,0,0,1,1,0,6,60,1,2,8,1,31,1,1,0,0,20.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,20,,,20,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,10,NYG,REG,2025_10_NYG_CHI,CHI,22,36,287,0,0,4,-25,0,0,291,123,11,0.8394880325841192,5.115750897675753,0,30,169,2,1,1,9,-0.5040398053221873,0,22,32,287,0,0,0,291,123,11,9.14484139638538,0,0,30,2,32,2,5,0,0.0,0.0,3,0,0,2,0,0,0,0,0,0,0,0,0,10,69,3,0,0,1,39,2,2,0,0,32.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,32;19,,,51,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,10,NYJ,REG,2025_10_CLE_NYJ,CLE,6,11,54,1,1,3,-12,0,0,38,67,1,-10.175787572690751,-13.657003912058743,0,33,127,0,0,0,8,-4.549371780354921,0,6,11,54,1,0,0,38,67,1,-6.960594732547179,0,2,47,1,25,10,63,0,6.0,47.0,7,0,0,3,0,0,0,0,0,0,0,0,0,7,61,3,5,126,4,166,2,2,0,0,37.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,26;37,,,63,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,10,PHI,REG,2025_10_PHI_GB,GB,15,26,183,1,0,0,0,0,0,229,92,8,8.49402574551641,-0.7928240558375483,0,34,111,0,1,1,4,-13.186782399947447,0,15,23,183,1,0,0,229,92,8,9.43892930066795,0,0,39,2,26,5,29,2,3.0,19.0,8,0,0,5,0,0,0,0,0,0,2,2,0,7,61,3,2,31,2,51,1,1,0,0,39.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,39,,,39,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,10,PIT,REG,2025_10_PIT_LAC,LAC,16,31,161,1,2,3,-13,1,0,251,114,6,-18.09004052675284,-10.830245379890714,0,16,73,0,0,0,4,-0.740225144312717,0,16,28,161,1,0,0,251,114,6,-12.306086709424402,0,0,36,0,46,11,33,0,5.0,21.0,9,0,0,5,0,1,0,0,1,1,0,0,0,4,29,4,2,11,3,84,1,2,1,0,59.0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,59,45,,59,45,0,1,1,0,0,1.0,0,0,0,0,0
2025,10,SEA,REG,2025_10_ARI_SEA,ARI,10,12,178,1,1,1,-4,1,1,128,79,6,4.095139754899237,18.889621645212173,0,46,198,2,2,1,16,-0.11511666210400184,0,10,12,178,1,0,0,128,79,6,9.158727554451133,0,0,40,1,31,10,54,2,5.0,52.0,10,0,0,10,0,0,0,0,2,2,2,2,2,3,20,4,0,0,3,67,3,3,0,0,46.0,1.0,0,0,2,1,0,0,0,0,0,0,0,0,46;32;34,,,112,0,0,5,5,0,0,1.0,0,0,0,0,0
2025,10,SF,REG,2025_10_LA_SF,LA,33,39,319,3,1,0,0,0,0,282,101,16,18.252678949662485,14.974827949817364,0,21,74,1,0,0,8,-4.082942657521926,0,33,39,319,3,1,1,282,101,16,11.807590478260071,0,0,31,2,42,3,7,0,1.0,5.0,8,0,0,3,0,0,0,0,0,0,0,0,0,7,45,5,1,27,1,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,3,0,1,0.6666666666666666,0,0,0,0,0
2025,10,TB,REG,2025_10_NE_TB,NE,28,43,273,3,0,2,-15,0,0,282,132,14,0.9682208392788594,-2.538804813872936,0,21,113,0,0,0,9,2.002403006292414,0,28,43,273,3,0,0,282,132,14,4.791047339329583,0,0,33,1,19,3,7,0,1.0,1.0,6,1,0,5,0,0,0,0,0,0,0,0,0,6,40,6,2,12,2,48,1,1,0,0,36.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,36,,,36,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,10,WAS,REG,2025_10_DET_WAS,DET,16,22,213,2,0,2,-18,0,0,288,39,9,10.923732237273441,14.25039998509667,0,27,93,1,0,0,5,-1.9187083572759294,0,16,22,213,2,0,0,288,39,9,14.25705788967906,0,0,38,0,40,0,0,0,0.0,0.0,5,0,0,3,0,0,0,0,0,0,0,0,0,8,61,3,0,0,7,191,1,1,0,0,44.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,44,,,44,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,11,ARI,REG,2025_11_SF_ARI,SF,47,57,452,2,2,0,0,0,0,388,198,18,9.212935896495566,12.436020800045558,0,14,36,1,0,0,5,-1.931191046387423,0,47,56,452,2,1,1,388,198,18,6.845637771613639,0,0,27,1,31,3,23,0,1.0,14.0,3,0,0,4,0,0,0,0,0,0,0,0,0,17,130,5,2,51,7,180,1,2,1,0,26.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,26,58,,26,58,0,1,1,0,0,1.0,0,0,0,0,0
2025,11,ATL,REG,2025_11_CAR_ATL,CAR,19,30,223,0,0,0,0,0,0,255,107,11,6.946033951075805,-5.197359261841609,0,28,125,3,0,0,8,0.40939255051489454,0,19,29,223,0,1,0,255,107,11,8.42524650664447,0,0,52,0,16,6,31,0,5.0,29.0,10,0,0,7,0,2,0,0,1,1,0,0,0,6,44,4,1,0,6,133,2,2,0,0,52.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,52;45,,,97,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,11,BAL,REG,2025_11_BAL_CLE,CLE,14,25,193,0,2,5,-26,0,0,199,106,9,-12.848054744788678,-8.797862887382507,0,30,184,2,0,0,8,7.724940330517711,0,14,25,193,0,0,0,199,106,9,-6.313249385766255,0,0,32,2,28,6,40,1,3.0,34.0,10,1,14,9,0,1,0,0,0,0,0,0,0,4,26,3,3,26,4,115,3,3,0,0,44.0,1.0,0,2,0,1,0,0,0,0,0,0,0,0,25;24;44,,,93,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,11,BUF,REG,2025_11_TB_BUF,TB,19,30,317,3,2,0,0,0,0,346,154,13,12.440862808616592,-0.8126414815584818,0,23,97,3,0,0,5,0.7048696703859605,0,19,30,317,3,1,0,346,154,13,12.440862808616592,0,0,36,4,40,3,14,1,1.0,8.0,3,1,12,6,0,1,0,0,1,1,1,1,0,7,45,3,1,0,6,234,1,1,0,0,39.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,39,,,39,0,0,5,5,0,0,1.0,0,0,0,0,0
2025,11,CAR,REG,2025_11_CAR_ATL,ATL,31,45,448,3,0,5,-29,0,0,278,247,20,14.242022988657277,2.1731023761359127,1,25,67,0,0,0,2,-4.5528216014633625,0,31,44,448,3,0,0,278,247,20,29.496329568844565,1,0,28,1,43,2,6,2,0.0,0.0,1,0,0,5,0,0,0,0,0,0,1,1,0,8,49,4,1,9,3,77,3,3,0,0,34.0,1.0,0,2,1,0,0,0,0,0,0,0,0,0,29;34;28,,,91,0,0,1,1,0,0,1.0,1,1,0,0,28
2025,11,CHI,REG,2025_11_CHI_MIN,MIN,16,32,193,0,0,2,-13,0,0,385,108,6,-0.9484717985872968,-9.485139059168953,0,39,140,1,1,0,14,-2.5251905146239166,0,16,28,193,0,0,0,385,108,6,5.416163339704771,0,0,26,0,32,1,3,1,0.0,0.0,5,2,23,5,0,0,0,0,1,2,0,0,0,6,40,2,2,11,3,108,4,5,1,0,54.0,0.8,0,0,2,1,1,0,0,0,0,1,0,0,38;54;33;48,45,,173,45,0,1,1,0,0,1.0,1,1,0,0,48
2025,11,CIN,REG,2025_11_CIN_PIT,PIT,23,40,199,1,1,1,-7,0,0,285,97,9,-9.329388562074028,-9.606239810968058,0,22,105,0,0,0,6,2.4209369140882044,0,23,39,199,1,1,1,285,97,9,-15.437296799799524,0,0,33,2,36,3,13,0,1.0,11.0,4,0,0,3,0,0,0,0,0,0,0,0,0,8,67,4,1,4,6,138,2,2,0,0,48.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,43;48,,,91,0,0,0,0,0,0,,0,0,0,0,0
2025,11,CLE,REG,2025_11_BAL_CLE,BAL,11,26,115,0,1,3,-34,1,0,166,44,4,-16.992960960317276,-20.817376732826233,0,25,106,0,0,0,5,-5.0989603328634985,0,11,25,115,0,0,0,166,44,4,-8.980520679095632,0,0,40,1,23,10,34,0,5.0,26.0,7,2,32,3,1,0,0,0,1,1,1,1,0,5,41,4,2,18,5,123,3,3,0,0,46.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,30;24;46,,,100,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,11,DAL,REG,2025_11_DAL_LV,LV,25,33,268,4,0,1,-1,1,1,232,138,16,8.562692845276407,8.717983216047287,0,31,114,0,0,0,7,-6.454075091460254,0,25,32,268,4,0,0,232,138,16,15.872563311073463,0,0,33,2,30,8,32,0,4.0,29.0,11,1,24,8,0,0,1,0,0,0,0,0,0,6,50,5,1,14,4,111,1,1,0,0,50.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,50,,,50,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,11,DEN,REG,2025_11_KC_DEN,KC,24,38,295,0,0,2,-12,0,0,319,142,11,4.594412594170972,1.409962276617686,0,21,59,1,0,0,5,-3.155588818208277,0,24,36,295,0,0,0,319,142,11,10.230722446377918,0,0,36,0,32,4,28,0,3.0,27.0,8,1,16,4,0,2,0,0,0,0,0,0,0,10,147,4,3,101,3,79,5,5,0,0,54.0,1.0,0,2,2,0,1,0,0,0,0,0,0,0,29;24;38;54;35,,,180,0,0,1,1,0,0,1.0,1,1,0,0,35
2025,11,DET,REG,2025_11_DET_PHI,PHI,14,37,255,1,1,2,-12,0,0,246,193,10,-14.263226809680678,-30.07149224479993,0,21,74,0,0,0,3,-9.381880221655592,0,14,36,255,1,0,0,246,193,10,-11.046804397252604,0,0,39,0,30,4,13,0,1.0,11.0,2,0,0,3,0,0,0,0,0,0,0,0,0,5,48,3,3,3,3,62,1,1,0,0,54.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,54,,,54,0,0,0,1,1,0,0.0,0,0,0,0,0
2025,11,GB,REG,2025_11_GB_NYG,NYG,15,26,180,3,0,2,-12,0,0,293,32,12,12.480647788135801,1.5355408787727356,1,23,128,1,0,0,7,5.699253153346945,0,15,25,180,3,1,0,293,32,12,13.748367180625909,1,0,39,2,42,1,1,1,2.0,7.0,5,1,0,5,0,0,0,0,1,1,1,1,0,5,48,3,1,0,3,70,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,3,2,0,0.3333333333333333,0,0,0,0,0
2025,11,HOU,REG,2025_11_HOU_TEN,TEN,26,41,274,1,0,4,-34,0,0,350,82,13,-0.15799854809233072,-0.025067180395126343,0,23,75,0,0,0,6,-4.360790692323905,0,26,40,274,1,0,0,350,82,13,12.026401140756896,0,0,29,1,29,5,28,1,3.0,23.0,6,0,0,5,0,0,0,0,0,0,1,1,0,5,53,4,5,38,2,51,3,3,0,0,43.0,1.0,0,0,1,2,0,0,0,0,0,0,0,0,41;43;35,,,119,0,0,1,1,0,0,1.0,1,1,0,0,35
2025,11,JAX,REG,2025_11_LAC_JAX,LAC,14,22,153,1,1,0,0,0,0,194,45,11,2.3877489911101293,-1.5698545358397744,0,47,192,4,0,0,16,3.104137704416644,0,14,22,153,1,0,0,194,45,11,2.3877489911101293,0,0,24,0,28,5,30,0,3.0,25.0,6,1,44,7,0,0,0,0,0,0,0,0,0,1,5,2,0,0,2,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,5,5,0,0,1.0,0,0,0,0,0
2025,11,KC,REG,2025_11_KC_DEN,DEN,29,45,276,1,1,3,-27,0,0,324,181,13,1.151241861704671,-2.7892577786778294,0,14,62,1,0,0,3,1.6608562379842624,0,29,43,276,1,0,0,324,181,13,6.175780271488303,0,0,40,1,23,6,20,1,2.0,12.0,5,0,0,3,0,0,0,0,0,0,0,0,0,10,69,6,2,19,6,157,2,2,0,0,31.0,1.0,0,0,2,0,0,0,0,0,0,0,0,0,31;31,,,62,0,0,1,2,0,1,0.5,0,0,0,0,0
2025,11,LA,REG,2025_11_SEA_LA,SEA,15,28,130,2,0,0,0,0,0,146,74,6,-4.049926161009353,-16.569474449864142,0,22,119,1,0,0,5,0.7680601815227419,0,15,27,130,2,1,1,146,74,6,-8.943333878705744,0,0,51,2,24,0,0,1,0.0,0.0,3,4,81,8,0,0,0,0,0,0,0,0,0,6,43,6,0,0,4,91,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,11,LAC,REG,2025_11_LAC_JAX,JAX,13,26,118,0,1,3,-25,0,0,184,59,4,-21.69488277241366,-12.295958399772644,0,16,42,0,0,0,3,-1.31575386330951,0,13,24,118,0,0,0,184,59,4,-13.2105033354728,0,0,42,1,33,2,4,0,0.0,0.0,2,1,0,3,0,0,0,0,0,0,0,0,0,5,71,3,0,0,5,123,2,2,0,0,46.0,1.0,0,0,0,2,0,0,0,0,0,0,0,0,41;46,,,87,0,0,0,0,0,0,,0,0,0,0,0
2025,11,LV,REG,2025_11_DAL_LV,DAL,27,42,238,1,1,4,-29,0,0,220,151,12,-14.232012563434278,-3.2263241517238126,0,12,27,0,0,0,4,1.8330321313114837,0,27,39,238,1,0,0,220,151,12,-3.0117196640165336,0,0,32,0,46,2,2,1,1.0,1.0,4,0,0,3,0,0,0,0,0,0,1,1,0,6,40,3,2,4,6,136,3,3,0,0,45.0,1.0,0,0,2,1,0,0,0,0,0,0,0,0,35;45;38,,,118,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,11,MIA,REG,2025_11_WAS_MIA,WAS,14,20,171,0,0,3,-29,0,0,135,115,8,1.9614673138904752,2.0625826716423035,0,31,169,1,0,0,11,-3.033368296026651,0,14,20,171,0,0,0,135,115,8,7.170227725815494,0,0,35,3,43,5,12,0,1.0,6.0,5,1,7,2,0,0,0,0,0,0,1,1,0,4,39,6,1,3,1,21,3,3,0,0,46.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,46;39;29,,,114,0,0,1,1,0,0,1.0,1,1,0,0,29
2025,11,MIN,REG,2025_11_CHI_MIN,CHI,16,32,150,1,2,0,0,0,0,309,72,10,-13.061916102694454,-15.244286600500345,0,22,115,1,0,0,4,2.6652616461506113,0,16,32,150,1,0,0,309,72,10,-13.061916102694454,0,0,37,2,46,10,31,0,2.0,13.0,5,0,0,3,0,0,0,0,1,1,0,0,0,2,15,3,3,79,4,93,1,1,0,0,31.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,11,NE,REG,2025_11_NYJ_NE,NYJ,25,34,281,1,0,1,-10,0,0,399,94,16,12.246038138652798,13.539707118814642,0,27,65,2,0,0,4,-2.234540031017171,0,25,33,281,1,0,0,399,94,16,15.144371380757653,0,0,40,0,18,3,13,0,2.0,11.0,6,0,0,5,0,0,0,0,0,0,1,1,0,2,20,3,0,0,3,68,2,3,1,0,44.0,0.6666666666666666,0,1,0,1,0,0,0,0,0,1,0,0,44;26,45,,70,45,0,3,3,0,0,1.0,0,0,0,0,0
2025,11,NYG,REG,2025_11_GB_NYG,GB,19,29,201,0,1,2,-7,1,1,219,89,10,6.399802807543892,0.5008329605234081,0,38,142,3,0,0,10,3.925586651574122,0,19,29,201,0,0,0,219,89,10,9.81832261994714,0,0,31,1,15,2,12,1,2.0,12.0,8,0,0,5,0,0,0,0,0,0,0,0,0,6,77,5,2,17,4,108,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,3,1,0,0.6666666666666666,0,0,0,0,0
2025,11,NYJ,REG,2025_11_NYJ_NE,NE,15,27,116,1,0,2,-11,0,0,211,43,5,-8.232931307691615,-7.065995839925913,0,28,140,1,1,1,11,3.3823802499682643,0,15,26,116,1,0,0,211,43,5,-3.5756715384777635,0,0,36,1,29,4,18,0,1.0,10.0,4,0,0,3,0,0,0,0,0,1,0,0,0,7,62,5,3,18,4,95,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,11,PHI,REG,2025_11_DET_PHI,DET,14,28,135,0,0,1,-11,0,0,362,40,6,-8.38929800431808,-9.799184732966953,0,40,148,1,1,0,9,-8.129248097393429,0,14,27,135,0,0,0,362,40,6,-5.241583880606159,0,0,30,0,22,3,13,0,2.0,12.0,7,1,21,10,0,2,0,0,1,2,0,0,0,9,78,4,1,0,1,22,3,3,0,0,49.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,27;34;49,,,110,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,11,PIT,REG,2025_11_CIN_PIT,CIN,21,31,243,2,0,1,-11,0,0,133,225,13,11.96037800567234,0.5320483240587958,0,28,111,0,0,0,7,-0.20317181741120294,0,21,29,243,2,0,0,133,225,13,16.24194268371124,0,0,31,2,38,2,8,1,1.0,7.0,3,1,73,8,1,0,0,0,0,0,1,1,1,8,76,5,2,15,3,64,2,2,0,0,30.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,25;30,,,55,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,11,SEA,REG,2025_11_SEA_LA,LA,29,44,279,0,4,0,0,0,0,342,113,15,-13.136533367589896,0.018557551361265637,0,35,135,1,0,0,9,-2.636224651389057,0,29,42,279,0,1,0,342,113,15,-11.504567789357829,0,0,30,1,23,3,9,1,0.0,0.0,3,0,0,4,0,0,0,0,1,1,1,1,0,6,47,5,2,20,0,0,4,5,1,0,57.0,0.8,0,2,1,0,1,0,0,0,0,0,0,1,57;30;22;29,61,,138,61,0,1,1,0,0,1.0,0,1,1,0,61
2025,11,SF,REG,2025_11_SF_ARI,ARI,19,26,200,3,0,1,-14,0,0,188,77,13,8.642695559272799,10.061668038368225,0,25,95,2,0,0,8,-2.416475222154986,0,19,25,200,3,0,0,188,77,13,12.355679042624816,0,0,39,2,54,3,10,1,0.0,0.0,4,2,64,4,0,0,0,0,0,0,1,1,0,1,15,3,1,9,2,140,3,3,0,0,48.0,1.0,0,0,0,3,0,0,0,0,0,0,0,0,48;47;47,,,142,0,0,2,4,1,1,0.5,0,0,0,0,0
2025,11,TB,REG,2025_11_TB_BUF,BUF,16,28,173,1,1,1,-8,1,1,196,78,6,-8.958836055104404,-8.347461952103508,0,39,202,3,0,0,13,12.678194421285298,0,16,27,173,1,0,0,196,78,6,-2.8357643775728234,0,0,31,1,21,3,6,2,0.0,0.0,1,2,3,6,0,0,0,0,0,0,1,1,0,2,30,6,0,0,6,161,2,2,0,0,24.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,23;24,,,47,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,11,TEN,REG,2025_11_HOU_TEN,HOU,24,37,194,1,0,3,-23,1,1,268,89,10,-2.71816846039732,-1.9957180238432355,0,17,58,0,0,0,3,-4.10874587091476,0,24,36,194,1,0,0,268,89,10,5.483560656622247,0,0,41,2,30,8,33,0,4.0,34.0,8,0,0,9,0,1,0,0,1,1,0,0,0,9,62,4,2,1,2,49,2,2,0,0,56.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,56;47,,,103,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,11,WAS,REG,2025_11_WAS_MIA,MIA,20,30,213,1,1,1,-6,0,0,221,126,10,4.053688162648051,2.292767886457772,0,33,172,0,0,0,9,0.4664705382892862,0,20,29,213,1,0,0,221,126,10,6.586390340605795,0,0,35,1,29,6,36,0,3.0,29.0,3,0,0,1,0,1,0,0,0,0,0,0,0,6,31,6,2,0,4,93,2,4,2,0,30.0,0.5,0,1,1,0,0,0,0,0,0,0,2,0,26;30,51;56,,56,107,0,1,1,0,0,1.0,0,0,0,0,0
2025,12,ARI,REG,2025_12_JAX_ARI,JAX,34,50,315,1,0,6,-44,0,0,381,159,15,-10.048487106693832,3.2745109304137854,0,20,55,1,0,0,6,-1.1198895788402297,0,34,46,315,1,0,0,381,159,15,4.353484631043935,0,0,33,1,29,3,15,1,3.0,19.0,5,3,0,7,0,0,0,0,1,1,1,1,1,7,53,4,0,0,5,127,1,2,1,0,29.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,29,33,,29,33,0,3,3,0,0,1.0,0,0,0,0,0
2025,12,ATL,REG,2025_12_ATL_NO,NO,16,23,199,2,1,3,-18,1,0,169,87,7,-3.414532629392796,7.1835677325725555,0,29,121,0,0,0,6,-2.094245950589422,1,16,20,199,2,0,0,169,87,7,4.314871751295868,0,0,57,0,22,6,34,0,5.0,29.0,9,1,0,6,0,0,0,0,1,1,1,1,0,9,82,4,1,5,3,99,3,3,0,0,56.0,1.0,0,0,0,1,2,0,0,0,0,0,0,0,56;41;54,,,151,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,12,BAL,REG,2025_12_NYJ_BAL,NYJ,13,23,153,0,0,1,-10,0,0,224,51,7,-0.07102452922358271,1.1591093242168427,0,34,98,2,0,0,7,-2.703149602025272,0,13,20,153,0,0,0,224,51,7,3.82451156998773,0,0,34,1,37,4,13,1,3.0,18.0,7,1,0,2,0,0,0,0,1,1,1,1,0,5,30,3,0,0,3,86,3,3,0,0,35.0,1.0,0,1,2,0,0,0,0,0,0,0,0,0,31;35;27,,,93,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,12,BUF,REG,2025_12_BUF_HOU,HOU,24,34,253,0,2,8,-70,0,0,161,180,9,-7.277763720803338,0.7711865939199924,0,24,143,1,0,0,5,2.610295501362998,0,24,32,253,0,1,1,161,180,9,0.9749335099490888,0,1,28,1,33,3,8,0,0.0,0.0,4,0,0,5,0,0,0,0,0,0,0,0,0,6,54,3,4,15,4,167,2,2,0,0,44.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,44;38,,,82,0,0,1,2,1,0,0.5,0,0,0,0,0
2025,12,CAR,REG,2025_12_CAR_SF,SF,18,29,169,1,2,1,-8,0,0,171,122,9,-9.992723701494928,-2.5994314087761774,0,13,69,0,0,0,3,1.1641132161021233,0,18,27,169,1,0,0,171,122,9,-7.615255303886901,0,0,32,0,58,3,11,1,0.0,0.0,1,3,36,4,0,0,0,0,1,1,0,0,0,4,30,4,1,6,3,74,1,2,1,0,25.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,25,57,,25,57,0,0,0,0,0,,0,0,0,0,0
